1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
1,Sitting,0,255,6,242
